temperature_K,blocked_fraction,blocked_weight,vdw_kBT,dipole_kBT,epsilon_kBT,epsilon_unblocked_kBT,epsilon_frozen_kBT,vdw_choice,registration,registration_cost_kBT,epsilon_net_kBT,attraction,critical_attraction,dwell_s,size_cv,phi_dilute,phi_dense,two_phase
292.0,0.24723257372366228,0.061123945510026104,1.2113215895524825,4.5662888184273855,5.498500819059271,5.777610407979868,1.2113215895524825,inherited,none,0.0,5.498500819059271,25.774222589340333,10.698996655518394,150.0,0.1,6.928313506546075e-05,0.4981683338074871,True
293.0,0.24367906405988488,0.059379486261101476,1.20718738617517,4.544707837165499,5.482032806762981,5.75189522334067,1.20718738617517,inherited,none,0.0,5.482032806762981,25.697028781701476,10.698996655518394,150.0,0.1,7.200571617821755e-05,0.49753530104768445,True
294.0,0.24016523928556652,0.057679342161093425,1.2030813066303567,4.523283121883893,5.46546443363561,5.72636442851425,1.2030813066303567,inherited,none,0.0,5.46546443363561,25.61936453266692,10.698996655518394,150.0,0.1,7.484945645064884e-05,0.4968952269078792,True
295.0,0.23669096321475894,0.05602261206753037,1.1990030649129655,4.5020130928429785,5.44880162473266,5.701016157755944,1.1990030649129655,inherited,none,0.0,5.44880162473266,25.54125761593434,10.698996655518394,150.0,0.1,7.781908887098867e-05,0.4962482546852177,True
296.0,0.23325609071703118,0.05440840385659188,1.1949523788828544,4.480896191286889,5.432050160554742,5.675848570169744,1.1949523788828544,inherited,none,0.0,5.432050160554742,25.462735127600354,10.698996655518394,150.0,0.1,8.091950154428184e-05,0.4955945249263193,True
297.0,0.22986046802810142,0.052835834762097834,1.190928970199747,4.459930879094162,5.415215678315712,5.650859849293909,1.190928970199747,inherited,none,0.0,5.415215678315712,25.383823492104902,10.698996655518394,150.0,0.1,8.415574038211763e-05,0.49493417545823853,True
298.0,0.22650393306394545,0.05130403169343628,1.1869325642594795,4.439115638435454,5.398303673289813,5.626048202694934,1.1869325642594795,inherited,none,0.0,5.398303673289813,25.304548468545995,10.698996655518394,150.0,0.1,8.75330117553324e-05,0.49426734141880374,True
299.0,0.22318631572198572,0.04981213152555389,1.1829628901315212,4.418448971438083,5.3813195002653815,5.601411861569604,1.1829628901315212,inherited,none,0.0,5.3813195002653815,25.224935157493977,10.698996655518394,150.0,0.1,9.10566850988199e-05,0.493594155287656,True
300.0,0.2199074381634611,0.048359281359616466,1.1790196804977495,4.397929399857298,5.364268375107619,5.576949080355048,1.1790196804977495,inherited,none,0.0,5.364268375107619,25.14500800831696,10.698996655518394,150.0,0.1,9.473229546115312e-05,0.4929147469183636,True
200.0,0.7142681357322256,0.5101789697223891,1.7685295207466243,7.530510374620079,5.4571318709592695,9.299039895366704,1.7685295207466243,inherited,15.5deg,4.430822384898431,1.0263094860608382,4.810825715910179,10.698996655518394,150.0,0.1,nan,nan,False
201.0,0.7086505802035399,0.5021856448228137,1.7597308664145515,7.4831806796022216,5.48496563110511,9.242911546016773,1.7597308664145515,inherited,15.5deg,4.430822384898431,1.0541432462066789,4.9412964665938075,10.698996655518394,150.0,0.1,nan,nan,False
