channel,temperature_K,size_cv,window_s,bound_at_freeze,twist_halfwidth_deg,volume_fraction,frozen_pair_weight,mean_pair_freeze_temperature_K,kBT_J,U_pair_J,U_pair_equilibrium_J,U_pair_frozen_component_J,vdW_pair_J,repulsive_weight,U_lattice_per_NC_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,U_pair_frozen_component_kBT,vdW_pair_kBT,U_lattice_per_NC_kBT,U_pair_excess_kBT
face,252.0,0.1,20.0,computed,5.0,0.01,0.3239588587628085,296.50115083114173,3.47923548e-21,-2.242567743484537e-20,-3.0784977583716075e-20,-4.9813919654845416e-21,-4.8834370285786125e-21,0.12103596337166315,-6.72770323045361e-20,8.359300148870705e-21,-6.445576208841538,-8.848201784754181,-1.431749013287408,-1.403594857735416,-19.336728626524614,2.402625575912644
face,253.0,0.1,20.0,computed,5.0,0.01,0.31811264825611335,296.50115083114173,3.4930419700000006e-21,-2.2569650706283106e-20,-3.077604243001506e-20,-4.978917516185906e-21,-4.8834370285786125e-21,0.11886409768824586,-6.770895211884932e-20,8.206391723731952e-21,-6.461316783514944,-8.810670668813938,-1.4253815324715107,-1.398047051973616,-19.383950350544833,2.3493538852989935
face,254.0,0.1,20.0,computed,5.0,0.01,0.31226643774941815,296.50115083114173,3.50684846e-21,-2.2713475569712084e-20,-3.076704339339153e-20,-4.976350414269255e-21,-4.8834370285786125e-21,0.11669226799093867,-6.814042670913625e-20,8.053567823679445e-21,-6.476891097173923,-8.773416856852585,-1.4190377688202858,-1.3925429297217513,-19.430673291521767,2.2965257596786617
face,255.0,0.1,20.0,computed,5.0,0.01,0.306420227242723,296.50115083114173,3.5206549500000006e-21,-2.285715112723646e-20,-3.075798079467836e-20,-4.973685356559463e-21,-4.8834370285786125e-21,0.11452047559409753,-6.857145338170938e-20,7.900829667441897e-21,-6.492300850793815,-8.736437177599115,-1.4127159370046936,-1.3870819770561758,-19.476902552381446,2.2441363268052994
face,256.0,0.1,20.0,computed,5.0,0.01,0.3006728752225062,300.46855823949073,3.53446144e-21,-2.299820332638675e-20,-3.074885495744893e-20,-4.9711667462110985e-21,-4.8834370285786125e-21,0.1123845858066586,-6.899460997916025e-20,7.750651631062178e-21,-6.506847992769939,-8.699728510109004,-1.4064849286376988,-1.3816636880833002,-19.520543978309817,2.192880517339065
face,257.0,0.1,20.0,computed,5.0,0.01,0.2951452498039302,300.46855823949073,3.54826793e-21,-2.3133611340291392e-20,-3.0739666207907753e-20,-4.969118070442604e-21,-4.8834370285786125e-21,0.1103284481763198,-6.940083402087418e-20,7.606054867616362e-21,-6.519691239971102,-8.663287782754262,-1.4004348511648623,-1.3762875647833654,-19.559073719913304,2.1435965427831607
face,258.0,0.1,20.0,computed,5.0,0.01,0.28961762438535416,300.46855823949073,3.56207442e-21,-2.326887331199004e-20,-3.073041487478277e-20,-4.9669911928569634e-21,-4.8834370285786125e-21,0.10827235125540449,-6.980661993597013e-20,7.461541562792726e-21,-6.532393927915195,-8.627111972237449,-1.3944097195074783,-1.3709531168578484,-19.597181783745587,2.0947180443222533
face,259.0,0.1,20.0,computed,5.0,0.01,0.2840899989667781,300.46855823949073,3.57588091e-21,-2.340398844073742e-20,-3.0721101289219723e-20,-4.964781548664632e-21,-4.8834370285786125e-21,0.1062162964587334,-7.021196532221226e-20,7.317112848482303e-21,-6.544957460772211,-8.591198102629129,-1.388407968168222,-1.365659861580405,-19.634872382316633,2.046240641856919
face,260.0,0.1,20.0,computed,5.0,0.01,0.27856237354820207,300.46855823949073,3.5896874e-21,-2.3538955934779427e-20,-3.071172578467832e-20,-4.962484210752234e-21,-4.8834370285786125e-21,0.10416028523578334,-7.061686780433828e-20,7.172769849898895e-21,-6.5573832236142415,-8.555543244428002,-1.3824279547996947,-1.3604073236512495,-19.672149670842725,1.9981600208137607
face,261.0,0.1,20.0,computed,5.0,0.01,0.2731897213340763,304.566245463842,3.60349389e-21,-2.3669875501713323e-20,-3.0702288696830234e-20,-4.960422711626628e-21,-4.8834370285786125e-21,0.10216096477707115,-7.100962650513997e-20,7.032413195116911e-21,-6.568590435909779,-8.520144513643183,-1.3765592125443087,-1.3551950350548847,-19.705771307729336,1.9515540777334053
face,262.0,0.1,20.0,computed,5.0,0.01,0.26799648506733276,304.566245463842,3.61730038e-21,-2.3796135975914666e-20,-3.0692790363458986e-20,-4.958667821472774e-21,-4.8834370285786125e-21,0.1002272702484408,-7.1388407927744e-20,6.896654387544321e-21,-6.578424094245295,-8.484999070898,-1.3708200316703512,-1.3500225349210873,-19.735272282735888,1.9065749766527047
face,263.0,0.1,20.0,computed,5.0,0.01,0.26280324880058914,304.566245463842,3.63110687e-21,-2.392225289643403e-20,-3.0683231124361774e-20,-4.95684357480044e-21,-4.8834370285786125e-21,0.09829362292846604,-7.176675868930208e-20,6.7609782279277445e-21,-6.588143437495143,-8.450104120554782,-1.365105394102719,-1.344889369389068,-19.764430312485427,1.861960683059638
face,264.0,0.1,20.0,computed,5.0,0.01,0.2576100125338455,304.566245463842,3.64491336e-21,-2.404822556806318e-20,-3.067361132125286e-20,-4.954945777074053e-21,-4.8834370285786125e-21,0.09636002436238619,-7.214467670418954e-20,6.625385753189682e-21,-6.597749573960567,-8.415456909859953,-1.3594138701486316,-1.3397950914747154,-19.7932487218817,1.8177073358993865
face,265.0,0.1,20.0,computed,5.0,0.01,0.25241677626710196,304.566245463842,3.65871985e-21,-2.4174053304054712e-20,-3.0663931297668934e-20,-4.952969888563642e-21,-4.8834370285786125e-21,0.09442647613049014,-7.252215991216414e-20,6.4898779936142225e-21,-6.607243597526253,-8.38105472810905,-1.3537439573471695,-1.3347392609408486,-19.82173079257876,1.7738111305827973
face,266.0,0.1,20.0,computed,5.0,0.01,0.24740471456304938,308.794387806091,3.67252634e-21,-2.429515961978513e-20,-3.065419139887637e-20,-4.951238282877111e-21,-4.8834370285786125e-21,0.09255956964095985,-7.28854788593554e-20,6.359031779091236e-21,-6.615380631901779,-8.346894905831054,-1.3481831917581593,-1.3297214441703942,-19.84614189570534,1.7315142739292744
face,267.0,0.1,20.0,computed,5.0,0.01,0.2425568567836536,308.794387806091,3.68633283e-21,-2.441197762147808e-20,-3.0644391971779916e-20,-4.949738631755875e-21,-4.8834370285786125e-21,0.09075306824861454,-7.323593286443424e-20,6.2324143503018375e-21,-6.622293413879853,-8.312974813991474,-1.3427270026933176,-1.3247412140424153,-19.86688024163956,1.690681400111622
face,268.0,0.1,20.0,computed,5.0,0.01,0.2377089990042578,308.794387806091,3.7001393200000004e-21,-2.4528655498446264e-20,-3.0634533364833596e-20,-4.94817781260663e-21,-4.8834370285786125e-21,0.08894662101869681,-7.358596649533879e-20,6.105877866387332e-21,-6.6291167378114455,-8.27929186321384,-1.3372950001803254,-1.3197981498109137,-19.88735021343434,1.6501751254023946
face,269.0,0.1,20.0,computed,5.0,0.01,0.23286114122486198,308.794387806091,3.71394581e-21,-2.4645192658437168e-20,-3.0624615927953155e-20,-4.946552005119571e-21,-4.8834370285786125e-21,0.08714022962057363,-7.393557797531151e-20,5.979423269515987e-21,-6.635851441902748,-8.245843503019005,-1.331885885841606,-1.3148918369863378,-19.907554325708244,1.609992061116257
face,270.0,0.1,20.0,computed,5.0,0.01,0.22801328344546617,308.794387806091,3.7277523000000004e-21,-2.476158851704561e-20,-3.061464001242997e-20,-4.94485706408595e-21,-4.8834370285786125e-21,0.08533389575860105,-7.428476555113683e-20,5.853051495384362e-21,-6.642498354047185,-8.212627221081714,-1.3264982933780096,-1.3100218672197217,-19.927495062141553,1.5701288670345295
face,271.0,0.1,20.0,computed,5.0,0.01,0.22333848283028734,313.15316208150205,3.74155879e-21,-2.4873461811423243e-20,-3.060460597084721e-20,-4.943358133952901e-21,-4.8834370285786125e-21,0.08359149079556845,-7.462038543426973e-20,5.7311441594239655e-21,-6.647887473504925,-8.179640542504266,-1.321202849241586,-1.3051878381893907,-19.943662420514777,1.5317530689993422
face,272.0,0.1,20.0,computed,5.0,0.01,0.21884221245986646,313.15316208150205,3.7553652800000004e-21,-2.498067872443583e-20,-3.059451415699729e-20,-4.942080060942882e-21,-4.8834370285786125e-21,0.08191503547586972,-7.494203617330749e-20,5.61383543256146e-21,-6.651997039402736,-8.146881029106519,-1.3160051532837522,-1.300389353490165,-19.955991118208207,1.4948839897037818
face,273.0,0.1,20.0,computed,5.0,0.01,0.21434594208944557,313.15316208150205,3.76917177e-21,-2.5087759776230126e-20,-3.05843649258011e-20,-4.9407483684264686e-21,-4.8834370285786125e-21,0.0802386416783305,-7.526327932869037e-20,5.496605149570973e-21,-6.656040453213445,-8.114346278731972,-1.3108313098785807,-1.2956260225249996,-19.968121359640335,1.4583058255185257
face,274.0,0.1,20.0,computed,5.0,0.01,0.20984967171902472,313.15316208150205,3.7829782600000005e-21,-2.5194704473584564e-20,-3.0574158633229076e-20,-4.939359609825035e-21,-4.8834370285786125e-21,0.07856231118794571,-7.558411342075369e-20,5.379454159644512e-21,-6.660018308850805,-8.082033924569545,-1.3056801467912835,-1.2908974603989958,-19.980054926552416,1.4220156157187411
face,275.0,0.1,20.0,computed,5.0,0.01,0.20535340134860383,313.15316208150205,3.79678475e-21,-2.5301512330452087e-20,-3.0563895636223636e-20,-4.9379100367047235e-21,-4.8834370285786125e-21,0.07688604582419312,-7.590453699135626e-20,5.262383305771549e-21,-6.663931193479453,-8.049941634490509,-1.300550429334906,-1.2862032878157268,-19.991793580438358,1.3860104410110552
face,276.0,0.1,20.0,computed,5.0,0.01,0.20098601956765128,317.6427546209331,3.8105912400000005e-21,-2.540491632738818e-20,-3.0553576292623477e-20,-4.9365708098004626e-21,-4.8834370285786125e-21,0.07525756517448293,-7.621474898216454e-20,5.148659965235297e-21,-6.666922460932382,-8.018067110400294,-1.2954868415118863,-1.2815431309758145,-20.000767382797147,1.351144649467912
face,277.0,0.1,20.0,computed,5.0,0.01,0.19684291743929447,317.6427546209331,3.82439773e-21,-2.5502503411764737e-20,-3.054320096108942e-20,-4.9354848446118595e-21,-4.8834370285786125e-21,0.07371218622267274,-7.650751023529421e-20,5.040697549324685e-21,-6.668371129841858,-7.986408087604795,-1.2905260365301647,-1.276916621477707,-20.005113389525572,1.3180369577629376
face,278.0,0.1,20.0,computed,5.0,0.01,0.19269981531093763,317.6427546209331,3.8382042200000005e-21,-2.5599959615107524e-20,-3.0532770001031674e-20,-4.93435218228785e-21,-4.8834370285786125e-21,0.07216687650471454,-7.679987884532257e-20,4.9328103859241505e-21,-6.6697752771236125,-7.954962334190667,-1.2855887543909401,-1.2723233962205929,-20.009325831370838,1.2851870570670547
face,279.0,0.1,20.0,computed,5.0,0.01,0.18855671318258083,317.6427546209331,3.85201071e-21,-2.569728453818422e-20,-3.0522283772539045e-20,-4.93316974464048e-21,-4.8834370285786125e-21,0.07062163791082726,-7.709185361455267e-20,4.824999234354824e-21,-6.671135277862252,-7.923727650419498,-1.2806739430484293,-1.267763097309408,-20.013405833586756,1.2525923725572465
face,280.0,0.1,20.0,computed,5.0,0.01,0.18441361105422402,317.6427546209331,3.8658172000000005e-21,-2.579447778822675e-20,-3.051174263630936e-20,-4.931934176859108e-21,-4.8834370285786125e-21,0.06907647236478308,-7.738343336468025e-20,4.7172648480826105e-21,-6.672451503456176,-7.892701868135243,-1.2757804939300046,-1.2632353719618743,-20.01735451036853,1.220250364679067
face,281.0,0.1,20.0,computed,5.0,0.01,0.1803200213694792,322.26336818862296,3.87962369e-21,-2.589028362482019e-20,-3.050114695358143e-20,-4.930701177549202e-21,-4.8834370285786125e-21,0.06754975665792586,-7.767085087446057e-20,4.6108633287612425e-21,-6.673400745426469,-7.861882850184738,-1.2709225356723197,-1.2587398724175263,-20.020202236279406,1.188482104758269
face,282.0,0.1,20.0,computed,5.0,0.01,0.17652730011301718,322.26336818862296,3.8934301800000006e-21,-2.597833296811458e-20,-3.0490497086068926e-20,-4.929781462675007e-21,-4.8834370285786125e-21,0.06613477389012336,-7.793499890434374e-20,4.512164117954346e-21,-6.672351054748996,-7.831268489851004,-1.266179495910469,-1.2542762558486695,-20.01705316424699,1.158917435102007
face,283.0,0.1,20.0,computed,5.0,0.01,0.17273457885655516,322.26336818862296,3.90723667e-21,-2.6066257001824748e-20,-3.047979339589528e-20,-4.928821359568458e-21,-4.8834370285786125e-21,0.06471986836288336,-7.819877100547424e-20,4.4135363940705336e-21,-6.671276711227413,-7.800856710298862,-1.261459639087708,-1.2498441842732326,-20.013830133682237,1.1295799990714495
face,284.0,0.1,20.0,computed,5.0,0.01,0.16894185760009314,322.26336818862296,3.9210431600000006e-21,-2.6154055414780973e-20,-3.0469036245530115e-20,-4.927818148098924e-21,-4.8834370285786125e-21,0.06330504205970863,-7.846216624434292e-20,4.314980830749141e-21,-6.670177895920169,-7.770645464032615,-1.2567620265875683,-1.2454433244694536,-20.010533687760507,1.100467568112446
face,285.0,0.1,20.0,computed,5.0,0.01,0.16514913634363115,322.26336818862296,3.93484965e-21,-2.624172790155021e-20,-3.045822599772777e-20,-4.926768858259866e-21,-4.8834370285786125e-21,0.06189029699633615,-7.872518370465063e-20,4.21649809617756e-21,-6.669054788802466,-7.740632732365713,-1.2520856694638551,-1.241073347892368,-20.007164366407398,1.0715779435632464
face,286.0,0.1,20.0,computed,5.0,0.01,0.16135641508716914,322.26336818862296,3.9486561400000006e-21,-2.6329274162390207e-20,-3.0447363015466136e-20,-4.925670240801891e-21,-4.8834370285786125e-21,0.06047563522082901,-7.898782248717062e-20,4.118088853075929e-21,-6.667907568773563,-7.710816524901591,-1.2474295218833338,-1.2367339305920448,-20.00372270632069,1.042908956128028
face,287.0,0.1,20.0,computed,5.0,0.01,0.15784537113417654,327.01522787029614,3.96246263e-21,-2.6409556586117637e-20,-3.043644766188806e-20,-4.924827987292964e-21,-4.8834370285786125e-21,0.05916578756227962,-7.922866975835291e-20,4.0268910757704206e-21,-6.66493518100829,-7.68119487902604,-1.2428705194610161,-1.2324247531335362,-19.99480554302487,1.0162596980177503
face,288.0,0.1,20.0,computed,5.0,0.01,0.15439622846219733,327.01522787029614,3.976269120000001e-21,-2.6488150565048433e-20,-3.042548030024332e-20,-4.924017120662389e-21,-4.8834370285786125e-21,0.05787904070803091,-7.94644516951453e-20,3.937329735194889e-21,-6.66155880441222,-7.65176585941027,-1.2383510703275509,-1.228145500518489,-19.98467641323666,0.9902070549980502
face,289.0,0.1,20.0,computed,5.0,0.01,0.1509470857902181,327.01522787029614,3.99007561e-21,-2.6566625038849925e-20,-3.041446129383243e-20,-4.923169197407872e-21,-4.8834370285786125e-21,0.05659238140235482,-7.969987511654978e-20,3.847836254982508e-21,-6.658175843151485,-7.622527557524763,-1.2338536104602469,-1.2238958621083904,-19.974527529454456,0.9643517143732793
face,290.0,0.1,20.0,computed,5.0,0.01,0.14749794311823886,327.01522787029614,4.0038821e-21,-2.6644979782842434e-20,-3.0403391005951655e-20,-4.9222816178948616e-21,-4.8834370285786125e-21,0.055305811739538434,-7.993493934852731e-20,3.758411223109221e-21,-6.654786309227846,-7.593478091163488,-1.22937726310544,-1.2196755315493961,-19.964358927683538,0.9386917819356422
face,291.0,0.1,20.0,computed,5.0,0.01,0.14404880044625962,327.01522787029614,4.01768859e-21,-2.6723214577308875e-20,-3.0392269799839274e-20,-4.921351533503455e-21,-4.8834370285786125e-21,0.054019333844472814,-8.016964373192662e-20,3.6690552225303984e-21,-6.651390215713278,-7.564615603978225,-1.2249211015887758,-1.2154842066987108,-19.954170647139833,0.9132253882649471
face,292.0,0.1,20.0,computed,5.0,0.01,0.1407326163524931,331.89858599516793,4.03149508e-21,-2.6797962446119563e-20,-3.038109803862329e-20,-4.920506987512286e-21,-4.8834370285786125e-21,0.05278245619640077,-8.039388733835869e-20,3.5831355925037254e-21,-6.647152461890035,-7.535938265022834,-1.22051667926438,-1.2113215895524825,-19.941457385670105,0.8887858031327984
face,293.0,0.1,20.0,computed,5.0,0.01,0.1376166647135802,331.89858599516793,4.04530157e-21,-2.6867524909338336e-20,-3.036987608527057e-20,-4.919824790816988e-21,-4.8834370285786125e-21,0.051620228453425586,-8.0602574728015e-20,3.502351175932235e-21,-6.641661800590637,-7.507444268307188,-1.2161824540603996,-1.20718738617517,-19.924985401771913,0.8657824677165502
face,294.0,0.1,20.0,computed,5.0,0.01,0.13450071307466732,331.89858599516793,4.05910806e-21,-2.6936974311135445e-20,-3.035860430253679e-20,-4.919110985487621e-21,-4.8834370285786125e-21,0.05045809675166147,-8.081092293340633e-20,3.4216299914013474e-21,-6.636180636968666,-7.47913183236043,-1.2118699262930244,-1.2030813066303567,-19.908541910905996,0.8429511953917649
face,295.0,0.1,20.0,computed,5.0,0.01,0.13138476143575442,331.89858599516793,4.07291455e-21,-2.7006310500582945e-20,-3.0347283052918325e-20,-4.918363322610979e-21,-4.8834370285786125e-21,0.04929606324987567,-8.101893150174884e-20,3.34097255233538e-21,-6.63070883738107,-7.450999199803571,-1.2075783231472357,-1.1990030649129655,-19.89212651214321,0.8202903624225015
face,296.0,0.1,20.0,computed,5.0,0.01,0.12826880979684155,331.89858599516793,4.08672104e-21,-2.707553333100349e-20,-3.0335912698604706e-20,-4.9175793347482445e-21,-4.8834370285786125e-21,0.04813413013542679,-8.122659999301047e-20,3.260379367601216e-21,-6.625246271030893,-7.423044636930909,-1.2033068287793494,-1.1949523788828544,-19.875738813092678,0.7977983659000165
face,297.0,0.1,20.0,computed,5.0,0.01,0.12515285815792868,331.89858599516793,4.1005275300000004e-21,-2.7144642659925286e-20,-3.03244936014326e-20,-4.916756308731661e-21,-4.8834370285786125e-21,0.04697229962423984,-8.143392797977586e-20,3.1798509415073134e-21,-6.619792809908359,-7.395266433300253,-1.199054578407296,-1.190928970199747,-19.85937842972508,0.775473623391894
face,298.0,0.1,20.0,computed,5.0,0.01,0.12231743713388181,336.91372616117235,4.11433402e-21,-2.7206545280716414e-20,-3.0313026122841405e-20,-4.9161496437763885e-21,-4.8834370285786125e-21,0.04591514575733605,-8.161963584214924e-20,3.1064808421249914e-21,-6.612624339313222,-7.367662901331819,-1.194883453768877,-1.1869325642594795,-19.837873017939668,0.7550385620185965
face,299.0,0.1,20.0,computed,5.0,0.01,0.11952119077366351,336.91372616117235,4.1281405100000004e-21,-2.7267350528850106e-20,-3.0301510623828984e-20,-4.915551235885403e-21,-4.8834370285786125e-21,0.04487269960392283,-8.180205158655032e-20,3.034160094978878e-21,-6.6052379910029035,-7.340232375915175,-1.19074222981945,-1.1829628901315212,-19.815713973008712,0.7349943849122708
face,300.0,0.1,20.0,computed,5.0,0.01,0.1167249444134452,336.91372616117235,4.141947e-21,-2.732804927983251e-20,-3.028994746490969e-20,-4.914924157243783e-21,-4.8834370285786125e-21,0.0438303603091409,-8.198414783949754e-20,2.96189818507718e-21,-6.597875173157095,-7.312973214024634,-1.186621691982969,-1.1790196804977495,-19.793625519471288,0.7150980408675389
face,200.0,0.1,20.0,0.0,5.0,0.01,0.6855423684840727,256.6331691553846,2.7612980000000003e-21,-1.3144742489971487e-20,-3.115503813924983e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.25707873783972207,-3.943422746991446e-20,1.801029564927834e-20,-4.760349114790032,-11.282751133434285,-1.7685295207466236,-1.7685295207466243,-14.281047344370096,6.522402018644254
face,201.0,0.1,20.0,0.0,5.0,0.01,0.6784671821585939,258.9435505943604,2.7751044900000003e-21,-1.3328920117661226e-20,-3.1149754556540226e-20,-4.883437028578612e-21,-4.8834370285786125e-21,0.2544255772545892,-3.9986760352983674e-20,1.7820834438879e-20,-4.80303360312794,-11.224714121139353,-1.7597308664145512,-1.7597308664145515,-14.409100809383819,6.421680518011414
face,202.0,0.1,20.0,0.0,5.0,0.01,0.6713309056414548,258.9435505943604,2.7889109800000003e-21,-1.3514603132651224e-20,-3.11443975272158e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.251749510783502,-4.0543809397953675e-20,1.7629794394564573e-20,-4.845835248800671,-11.167225397497555,-1.7510193274719046,-1.7510193274719053,-14.537505746402013,6.321390148696883
face,203.0,0.1,20.0,0.0,5.0,0.01,0.6641946291243156,258.9435505943604,2.8027174700000003e-21,-1.3700185019746416e-20,-3.113896703447531e-20,-4.883437028578612e-21,-4.8834370285786125e-21,0.2490734473789973,-4.1100555059239247e-20,1.7438782014728896e-20,-4.888179121296309,-11.11027685372629,-1.742393616499137,-1.7423936164991372,-14.664537363888927,6.222097732429981
face,204.0,0.1,20.0,0.0,5.0,0.01,0.6570583526071765,258.9435505943604,2.8165239600000003e-21,-1.3885664204092925e-20,-3.1133463072229955e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.2463973872505567,-4.165699261227878e-20,1.724779886813703e-20,-4.930071393425293,-11.053860543842116,-1.7338524713202192,-1.73385247132022,-14.79021418027588,6.123789150416823
face,205.0,0.1,20.0,0.0,5.0,0.01,0.6498348274408761,261.37648168461754,2.8303304500000003e-21,-1.4073328907041685e-20,-3.112788564492808e-20,-4.883437028578612e-21,-4.8834370285786125e-21,0.24368861251313742,-4.221998672112505e-20,1.7054556737886397e-20,-4.972327138352938,-10.997968680628114,-1.72539465438695,-1.7253946543869505,-14.916981415058814,6.025641542275177
face,206.0,0.1,20.0,0.0,5.0,0.01,0.6425898445610949,261.37648168461754,2.8441369400000004e-21,-1.4261449806933416e-20,-3.112223476737947e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.2409717949181054,-4.278434942080025e-20,1.6860784960446054e-20,-5.014333032407861,-10.942593631718543,-1.717018952181188,-1.7170189521811885,-15.042999097223582,5.928260599310683
face,207.0,0.1,20.0,0.0,5.0,0.01,0.6353448616813137,261.37648168461754,2.8579434300000004e-21,-1.444946205090761e-20,-3.111651046457906e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.2382549813233031,-4.334838615272283e-20,1.6667048413671448e-20,-5.0558950534957265,-10.887727915796798,-1.708724174634419,-1.7087241746344195,-15.167685160487178,5.831832862301073
face,208.0,0.1,20.0,0.0,5.0,0.01,0.6280998788015325,261.37648168461754,2.8717499200000004e-21,-1.4637364056087817e-20,-3.1110712771529886e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.2355381719884044,-4.391209216826345e-20,1.647334871544207e-20,-5.097019052441661,-10.833364198902766,-1.7005091545640612,-1.7005091545640616,-15.291057157324982,5.7363451464611055
face,209.0,0.1,20.0,0.0,5.0,0.01,0.6207882523606715,263.9333103397496,2.88555641e-21,-1.4826901732125545e-20,-3.110484173306643e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.23279637598825031,-4.4480705196376635e-20,1.6277940000940882e-20,-5.138316367942897,-10.779495290846326,-1.6923727471259558,-1.6923727471259564,-15.414949103828691,5.6411789229034275
face,210.0,0.1,20.0,0.0,5.0,0.01,0.6134732672297427,263.9333103397496,2.8993629e-21,-1.501641327543363e-20,-3.109889740367725e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.23005332532471426,-4.504923982630089e-20,1.6082484128243618e-20,-5.179211362411249,-10.726114141723082,-1.6843138292824988,-1.6843138292824995,-15.537634087233746,5.546902779311834
face,211.0,0.1,20.0,0.0,5.0,0.01,0.6061582820988141,263.9333103397496,2.91316939e-21,-1.520580901354786e-20,-3.1092879847328224e-20,-4.883437028578611e-21,-4.8834370285786125e-21,0.22731027980262408,-4.5617427040643583e-20,1.5887070833780363e-20,-5.21967897429674,-10.67321383852939,-1.6763312992858994,-1.6763312992858999,-15.659036922890222,5.45353486423265
