channel,inherit,temperature_K,freeze_temperature_K,window_s,blocked,kBT_J,U_pair_J,U_pair_equilibrium_J,vdW_pair_J,repulsive_weight,U_per_NC_J,U_lattice_per_NC_J,U_lattice_per_NC_equilibrium_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,vdW_pair_kBT,U_per_NC_kBT,U_lattice_per_NC_kBT,U_lattice_per_NC_equilibrium_kBT,U_pair_excess_kBT
face,annealed,232.0,266.9491585330256,20.0,True,3.2031056800000003e-21,-3.0644891619889714e-20,-3.09498004189058e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.284940125671739e-20,3.049087990160847e-22,-9.567243382331897,-9.66243499618339,-1.524594414436745,-4.783621691165949,-28.70173014699569,-28.987304988550168,0.09519161385149325
face,annealed,233.0,266.9491585330256,20.0,True,3.2169121700000003e-21,-3.0644891619889714e-20,-3.0942205027796704e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.282661508339011e-20,2.973134079069904e-22,-9.526182251935623,-9.618604236806597,-1.5180510907696345,-4.7630911259678115,-28.57854675580687,-28.855812710419787,0.09242198487097344
face,annealed,234.0,266.9491585330256,20.0,True,3.2307186600000003e-21,-3.0644891619889714e-20,-3.093454009808494e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.280362029425481e-20,2.8964847819522663e-22,-9.485472071371795,-9.575126575114695,-1.5115636929458327,-4.742736035685898,-28.456416214115386,-28.725379725344084,0.08965450374289992
face,annealed,235.0,266.9491585330256,20.0,True,3.2445251500000003e-21,-3.0644891619889714e-20,-3.0926805869867713e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.278041760960313e-20,2.8191424997799947e-22,-9.445108360429787,-9.53199757747839,-1.5051315070184035,-4.722554180214893,-28.335325081289362,-28.595992732435167,0.08688921704860246
face,annealed,236.0,266.9491585330256,20.0,True,3.2583316400000004e-21,-3.0644891619889714e-20,-3.0919002588572053e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.275700776571616e-20,2.741109686823395e-22,-9.405086714834747,-9.489212887050396,-1.498753831141207,-4.702543357417373,-28.21526014450424,-28.467638661151188,0.08412617221564944
face,annealed,237.0,266.9491585330256,20.0,True,3.2721381300000004e-21,-3.0644891619889714e-20,-3.091113050480739e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.273339151442217e-20,2.66238884917678e-22,-9.36540280464557,-9.446768222100511,-1.492429975313607,-4.682701402322785,-28.096208413936708,-28.34030466630153,0.08136541745494039
face,annealed,238.0,266.9491585330256,20.0,True,3.2859446200000004e-21,-3.0644891619889714e-20,-3.090318987422034e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.270956962266102e-20,2.5829825433062565e-22,-9.326052372693278,-9.404659374393333,-1.486159261131617,-4.663026186346639,-27.97815711807983,-28.213978123179995,0.0786070017000547
face,annealed,239.0,266.9491585330256,20.0,True,3.2997511100000004e-21,-3.0644891619889714e-20,-3.089518095735076e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.268554287205228e-20,2.502893374610455e-22,-9.287031233058578,-9.362882207607093,-1.4799410215452922,-4.643515616529289,-27.861093699175733,-28.08864662282128,0.07585097454851542
face,annealed,240.0,266.9491585330256,20.0,True,3.3135576e-21,-3.0644891619889714e-20,-3.0887104019490313e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.266131205847094e-20,2.422123996005995e-22,-9.248335269587502,-9.32143265579277,-1.473774600622187,-4.624167634793751,-27.745005808762503,-27.964297967378307,0.07309738620526755
face,annealed,241.0,266.9491585330256,20.0,True,3.32736409e-21,-3.0644891619889714e-20,-3.08789593305421e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.263687799162629e-20,2.34067710652384e-22,-9.209960434443985,-9.280306721871876,-1.4676593533167008,-4.604980217221993,-27.629881303331953,-27.84092016561563,0.07034628742789131
face,annealed,242.0,266.9491585330256,20.0,True,3.34117058e-21,-3.0644891619889714e-20,-3.087074716488294e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.261224149464882e-20,2.2585554499322624e-22,-9.171902746698349,-9.239500476172317,-1.461594645245144,-4.585951373349174,-27.515708240095044,-27.718501428516955,0.06759772947396964
face,annealed,243.0,266.9491585330256,20.0,True,3.35497707e-21,-3.0644891619889714e-20,-3.086246780122704e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.258740340368113e-20,2.1757618133732806e-22,-9.134158290950618,-9.199010055000775,-1.4555798524663575,-4.567079145475309,-27.402474872851855,-27.597030165002327,0.0648517640501573
face,annealed,244.0,266.9491585330256,20.0,True,3.36878356e-21,-3.0644891619889714e-20,-3.085412152249161e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.256236456747483e-20,2.0922990260189647e-22,-9.096723215987707,-9.158831659250797,-1.4496143612677248,-4.548361607993853,-27.29016964796312,-27.47649497775239,0.06210844326309182
face,annealed,245.0,266.9491585330256,20.0,True,3.38259005e-21,-3.0644891619889714e-20,-3.0845708615664473e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.253712584699342e-20,2.0081699577475988e-22,-9.05959373347347,-9.118961553045564,-1.4436975679564281,-4.529796866736735,-27.17878120042041,-27.356884659136693,0.05936781957209384
face,annealed,246.0,266.9491585330256,20.0,True,3.39639654e-21,-3.0644891619889714e-20,-3.083722937167365e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.251168811502094e-20,1.9233775178393459e-22,-9.022766116670732,-9.079396062414327,-1.4378288786557922,-4.511383058335366,-27.0682983500122,-27.238188187242983,0.056629945743595235
face,annealed,247.0,266.9491585330256,20.0,True,3.4102030300000005e-21,-3.0644891619889714e-20,-3.082868408525868e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.248605225577605e-20,1.8379246536896658e-22,-8.986236699194333,-9.040131574001526,-1.4320077091065782,-4.493118349597166,-26.958710097582994,-27.120394722004583,0.053894874807194855
face,annealed,248.0,266.9491585330256,20.0,True,3.42400952e-21,-3.0644891619889714e-20,-3.082007305484414e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.246021916453242e-20,1.7518143495442805e-22,-8.950001873794356,-9.001164533807762,-1.4262334844730842,-4.475000936897178,-26.850005621383065,-27.003493601423287,0.051162660013406754
face,annealed,249.0,266.9491585330256,20.0,True,3.4378160100000005e-21,-3.0644891619889714e-20,-3.081139658241446e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.243418974724337e-20,1.66504962524744e-22,-8.914058091168675,-8.962491445961488,-1.420505639153915,-4.4570290455843375,-26.742174273506023,-26.887474337884463,0.048433354792813355
face,annealed,250.0,266.9491585330256,20.0,True,3.4516225e-21,-3.0644891619889714e-20,-3.080265497339148e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.240796492017445e-20,1.577633535017693e-22,-8.878401858804,-8.924108871520996,-1.4148236165972994,-4.439200929402,-26.635205576412,-26.772326614562992,0.04570701271699593
face,annealed,251.0,266.9491585330256,20.0,True,3.4654289900000005e-21,-3.0644891619889714e-20,-3.0793848536513506e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.238154560954052e-20,1.489569166237921e-22,-8.84302973984462,-8.886013427305432,-1.409186869120816,-4.42151486992231,-26.529089219533866,-26.658040281916296,0.042983687460810466
face,annealed,252.0,266.9491585330256,20.0,True,3.47923548e-21,-3.0644891619889714e-20,-3.0784977583716075e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.235493275114822e-20,1.4008596382636096e-22,-8.807938351988096,-8.848201784754181,-1.403594857735416,-4.403969175994048,-26.423815055964287,-26.544605354262547,0.040263432766086
face,annealed,253.0,266.9491585330256,20.0,True,3.4930419700000006e-21,-3.0644891619889714e-20,-3.077604243001506e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.232812729004517e-20,1.311508101253447e-22,-8.773124366407114,-8.810670668813938,-1.398047051973616,-4.386562183203557,-26.319373099221345,-26.432012006441813,0.03754630240682298
face,annealed,254.0,266.9491585330256,20.0,True,3.50684846e-21,-3.0644891619889714e-20,-3.076704339339153e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.230113018017459e-20,1.221517735018161e-22,-8.738584506696851,-8.773416856852585,-1.3925429297217513,-4.3692922533484255,-26.21575352009055,-26.320250570557754,0.03483235015573387
face,annealed,255.0,266.9491585330256,20.0,True,3.5206549500000006e-21,-3.0644891619889714e-20,-3.075798079467836e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.227394238403507e-20,1.1308917478864453e-22,-8.704315547847058,-8.736437177599115,-1.3870819770561758,-4.352157773923529,-26.112946643541175,-26.209311532797344,0.03212162975205636
face,annealed,256.0,266.9491585330256,20.0,True,3.53446144e-21,-3.0644891619889714e-20,-3.074885495744893e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.224656487234678e-20,1.0396333755921348e-22,-8.670314315238281,-8.699728510109004,-1.3816636880833002,-4.3351571576191406,-26.010942945714845,-26.099185530327013,0.02941419487072222
face,annealed,257.0,266.9491585330256,20.0,True,3.54826793e-21,-3.0644891619889714e-20,-3.0739666207907753e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.221899862372326e-20,9.477458801803969e-23,-8.63657768366148,-8.663287782754262,-1.3762875647833654,-4.31828884183074,-25.90973305098444,-25.989863348262787,0.026710099092781783
face,annealed,258.0,266.9491585330256,20.0,True,3.56207442e-21,-3.0644891619889714e-20,-3.073041487478277e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.21912446243483e-20,8.55232548930535e-23,-8.603102576360465,-8.627111972237449,-1.3709531168578484,-4.3015512881802325,-25.809307729081397,-25.881335916712345,0.024009395876982687
face,annealed,259.0,266.9491585330256,20.0,True,3.57588091e-21,-3.0644891619889714e-20,-3.0721101289219723e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.216330386765917e-20,7.620966933000973e-23,-8.569885964096526,-8.591198102629129,-1.365659861580405,-4.284942982048263,-25.70965789228958,-25.77359430788739,0.02131213853260279
face,annealed,260.0,266.9491585330256,20.0,True,3.5896874e-21,-3.0644891619889714e-20,-3.071172578467832e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.213517735403496e-20,6.683416478860784e-23,-8.536924864234615,-8.555543244428002,-1.3604073236512495,-4.268462432117308,-25.610774592703848,-25.666629733284005,0.018618380193386155
face,annealed,261.0,266.9491585330256,20.0,True,3.60349389e-21,-3.0644891619889714e-20,-3.0702288696830234e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.21068660904907e-20,5.739707694051999e-23,-8.504216339850576,-8.520144513643183,-1.3551950350548847,-4.252108169925288,-25.512649019551727,-25.560433540929548,0.015928173792607705
face,annealed,262.0,266.9491585330256,20.0,True,3.61730038e-21,-3.0644891619889714e-20,-3.0692790363458986e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.207837109037696e-20,4.7898743569272716e-23,-8.471757498858778,-8.484999070898,-1.3500225349210873,-4.235878749429389,-25.415272496576335,-25.454997212694,0.013241572039221336
face,annealed,263.0,266.9491585330256,20.0,True,3.63110687e-21,-3.0644891619889714e-20,-3.0683231124361774e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.204969337308532e-20,3.833950447206065e-23,-8.439545493159697,-8.450104120554782,-1.344889369389068,-4.2197727465798485,-25.318636479479093,-25.350312361664344,0.010558627395084258
face,annealed,264.0,266.9491585330256,20.0,True,3.64491336e-21,-3.0644891619889714e-20,-3.067361132125286e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.202083396375859e-20,2.8719701363149104e-23,-8.407577517806818,-8.415456909859953,-1.3397950914747154,-4.203788758903409,-25.222732553420457,-25.24637072957986,0.007879392053134865
face,annealed,265.0,266.9491585330256,20.0,True,3.65871985e-21,-3.0644891619889714e-20,-3.0663931297668934e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.19917938930068e-20,1.9039677779220603e-23,-8.375850810192453,-8.38105472810905,-1.3347392609408486,-4.187925405096227,-25.127552430577364,-25.14316418432715,0.005203917916596047
face,annealed,266.0,266.9491585330256,20.0,True,3.67252634e-21,-3.0644891619889714e-20,-3.065419139887637e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.19625741966291e-20,9.299778986653419e-24,-8.34436264925188,-8.346894905831054,-1.3297214441703942,-4.17218132462594,-25.03308794775564,-25.04068471749316,0.002532256579173621
face,annealed,267.0,266.9491585330256,20.0,False,3.68633283e-21,-3.0644391971779916e-20,-3.0644391971779916e-20,-4.8834370285786125e-21,3.997024741968269e-05,-1.5322195985889958e-20,-9.193317591533975e-20,-9.193317591533975e-20,0.0,-8.312974813991474,-8.312974813991474,-1.3247412140424153,-4.156487406995737,-24.938924441974425,-24.938924441974425,0.0
face,annealed,268.0,266.9491585330256,20.0,False,3.7001393200000004e-21,-3.0634533364833596e-20,-3.0634533364833596e-20,-4.8834370285786125e-21,4.158734542976601e-05,-1.5317266682416798e-20,-9.190360009450078e-20,-9.190360009450078e-20,0.0,-8.27929186321384,-8.27929186321384,-1.3197981498109137,-4.13964593160692,-24.83787558964152,-24.83787558964152,0.0
face,annealed,269.0,266.9491585330256,20.0,False,3.71394581e-21,-3.0624615927953155e-20,-3.0624615927953155e-20,-4.8834370285786125e-21,4.325678451442611e-05,-1.5312307963976578e-20,-9.187384778385947e-20,-9.187384778385947e-20,0.0,-8.245843503019005,-8.245843503019005,-1.3148918369863378,-4.1229217515095025,-24.737530509057013,-24.737530509057013,0.0
face,annealed,270.0,266.9491585330256,20.0,False,3.7277523000000004e-21,-3.061464001242997e-20,-3.061464001242997e-20,-4.8834370285786125e-21,4.4979786365371715e-05,-1.5307320006214986e-20,-9.184392003728992e-20,-9.184392003728992e-20,0.0,-8.212627221081714,-8.212627221081714,-1.3100218672197217,-4.106313610540857,-24.637881663245146,-24.637881663245146,0.0
face,annealed,271.0,266.9491585330256,20.0,False,3.74155879e-21,-3.060460597084721e-20,-3.060460597084721e-20,-4.8834370285786125e-21,4.675758757733798e-05,-1.5302302985423604e-20,-9.181381791254162e-20,-9.181381791254162e-20,0.0,-8.179640542504266,-8.179640542504266,-1.3051878381893907,-4.089820271252133,-24.5389216275128,-24.5389216275128,0.0
face,annealed,272.0,266.9491585330256,20.0,False,3.7553652800000004e-21,-3.059451415699729e-20,-3.059451415699729e-20,-4.8834370285786125e-21,4.8591439532790334e-05,-1.5297257078498645e-20,-9.178354247099187e-20,-9.178354247099187e-20,0.0,-8.146881029106519,-8.146881029106519,-1.300389353490165,-4.073440514553259,-24.440643087319554,-24.440643087319554,0.0
face,annealed,273.0,266.9491585330256,20.0,False,3.76917177e-21,-3.05843649258011e-20,-3.05843649258011e-20,-4.8834370285786125e-21,5.04826082813747e-05,-1.529218246290055e-20,-9.17530947774033e-20,-9.17530947774033e-20,0.0,-8.114346278731972,-8.114346278731972,-1.2956260225249996,-4.057173139365986,-24.343038836195916,-24.343038836195916,0.0
face,annealed,274.0,266.9491585330256,20.0,False,3.7829782600000005e-21,-3.0574158633229076e-20,-3.0574158633229076e-20,-4.8834370285786125e-21,5.2432374414201176e-05,-1.5287079316614538e-20,-9.172247589968723e-20,-9.172247589968723e-20,0.0,-8.082033924569545,-8.082033924569545,-1.2908974603989958,-4.041016962284773,-24.246101773708638,-24.246101773708638,0.0
face,annealed,275.0,266.9491585330256,20.0,False,3.79678475e-21,-3.0563895636223636e-20,-3.0563895636223636e-20,-4.8834370285786125e-21,5.444203293303598e-05,-1.5281947818111818e-20,-9.169168690867091e-20,-9.169168690867091e-20,0.0,-8.049941634490509,-8.049941634490509,-1.2862032878157268,-4.024970817245254,-24.149824903471526,-24.149824903471526,0.0
face,annealed,276.0,266.9491585330256,20.0,False,3.8105912400000005e-21,-3.0553576292623477e-20,-3.0553576292623477e-20,-4.8834370285786125e-21,5.651289311449624e-05,-1.5276788146311738e-20,-9.166072887787043e-20,-9.166072887787043e-20,0.0,-8.018067110400294,-8.018067110400294,-1.2815431309758145,-4.009033555200147,-24.054201331200883,-24.054201331200883,0.0
face,annealed,277.0,266.9491585330256,20.0,False,3.82439773e-21,-3.054320096108942e-20,-3.054320096108942e-20,-4.8834370285786125e-21,5.864627836932612e-05,-1.527160048054471e-20,-9.162960288326827e-20,-9.162960288326827e-20,0.0,-7.986408087604795,-7.986408087604795,-1.276916621477707,-3.9932040438023977,-23.959224262814388,-23.959224262814388,0.0
face,annealed,278.0,266.9491585330256,20.0,False,3.8382042200000005e-21,-3.0532770001031674e-20,-3.0532770001031674e-20,-4.8834370285786125e-21,6.0843526096849766e-05,-1.5266385000515837e-20,-9.159831000309502e-20,-9.159831000309502e-20,0.0,-7.954962334190667,-7.954962334190667,-1.2723233962205929,-3.9774811670953336,-23.864887002572,-23.864887002572,0.0
face,annealed,279.0,266.9491585330256,20.0,False,3.85201071e-21,-3.0522283772539045e-20,-3.0522283772539045e-20,-4.8834370285786125e-21,6.310598753468962e-05,-1.5261141886269523e-20,-9.156685131761714e-20,-9.156685131761714e-20,0.0,-7.923727650419498,-7.923727650419498,-1.267763097309408,-3.961863825209749,-23.771182951258496,-23.771182951258496,0.0
face,annealed,280.0,266.9491585330256,20.0,False,3.8658172000000005e-21,-3.051174263630936e-20,-3.051174263630936e-20,-4.8834370285786125e-21,6.543502760384534e-05,-1.525587131815468e-20,-9.153522790892808e-20,-9.153522790892808e-20,0.0,-7.892701868135243,-7.892701868135243,-1.2632353719618743,-3.9463509340676217,-23.67810560440573,-23.67810560440573,0.0
face,annealed,281.0,266.9491585330256,20.0,False,3.87962369e-21,-3.050114695358143e-20,-3.050114695358143e-20,-4.8834370285786125e-21,6.783202474922385e-05,-1.5250573476790716e-20,-9.15034408607443e-20,-9.15034408607443e-20,0.0,-7.861882850184738,-7.861882850184738,-1.2587398724175263,-3.930941425092369,-23.585648550554215,-23.585648550554215,0.0
face,annealed,282.0,266.9491585330256,20.0,False,3.8934301800000006e-21,-3.0490497086068926e-20,-3.0490497086068926e-20,-4.8834370285786125e-21,7.029837077572493e-05,-1.5245248543034463e-20,-9.147149125820678e-20,-9.147149125820678e-20,0.0,-7.831268489851004,-7.831268489851004,-1.2542762558486695,-3.915634244925502,-23.49380546955301,-23.49380546955301,0.0
face,annealed,283.0,266.9491585330256,20.0,False,3.90723667e-21,-3.047979339589528e-20,-3.047979339589528e-20,-4.8834370285786125e-21,7.283547067997093e-05,-1.523989669794764e-20,-9.143938018768585e-20,-9.143938018768585e-20,0.0,-7.800856710298862,-7.800856710298862,-1.2498441842732326,-3.900428355149431,-23.40257013089659,-23.40257013089659,0.0
face,annealed,284.0,266.9491585330256,20.0,False,3.9210431600000006e-21,-3.0469036245530115e-20,-3.0469036245530115e-20,-4.8834370285786125e-21,7.544474247778767e-05,-1.5234518122765057e-20,-9.140710873659034e-20,-9.140710873659034e-20,0.0,-7.770645464032615,-7.770645464032615,-1.2454433244694536,-3.8853227320163075,-23.311936392097845,-23.311936392097845,0.0
face,annealed,285.0,266.9491585330256,20.0,False,3.93484965e-21,-3.045822599772777e-20,-3.045822599772777e-20,-4.8834370285786125e-21,7.812761702753431e-05,-1.5229112998863885e-20,-9.13746779931833e-20,-9.13746779931833e-20,0.0,-7.740632732365713,-7.740632732365713,-1.241073347892368,-3.8703163661828563,-23.221898197097136,-23.221898197097136,0.0
face,annealed,286.0,266.9491585330256,20.0,False,3.9486561400000006e-21,-3.0447363015466136e-20,-3.0447363015466136e-20,-4.8834370285786125e-21,8.088553784938258e-05,-1.5223681507733068e-20,-9.134208904639841e-20,-9.134208904639841e-20,0.0,-7.710816524901591,-7.710816524901591,-1.2367339305920448,-3.8554082624507955,-23.132449574704772,-23.132449574704772,0.0
face,annealed,287.0,266.9491585330256,20.0,False,3.96246263e-21,-3.043644766188806e-20,-3.043644766188806e-20,-4.8834370285786125e-21,8.371996094065146e-05,-1.521822383094403e-20,-9.130934298566417e-20,-9.130934298566417e-20,0.0,-7.68119487902604,-7.68119487902604,-1.2324247531335362,-3.84059743951302,-23.043584637078123,-23.043584637078123,0.0
face,annealed,288.0,266.9491585330256,20.0,False,3.976269120000001e-21,-3.042548030024332e-20,-3.042548030024332e-20,-4.8834370285786125e-21,8.663235458730069e-05,-1.521274015012166e-20,-9.127644090072997e-20,-9.127644090072997e-20,0.0,-7.65176585941027,-7.65176585941027,-1.228145500518489,-3.825882929705135,-22.95529757823081,-22.95529757823081,0.0
face,annealed,289.0,266.9491585330256,20.0,False,3.99007561e-21,-3.041446129383243e-20,-3.041446129383243e-20,-4.8834370285786125e-21,8.962419917168423e-05,-1.5207230646916216e-20,-9.12433838814973e-20,-9.12433838814973e-20,0.0,-7.622527557524763,-7.622527557524763,-1.2238958621083904,-3.8112637787623815,-22.86758267257429,-22.86758267257429,0.0
face,annealed,290.0,266.9491585330256,20.0,False,4.0038821e-21,-3.0403391005951655e-20,-3.0403391005951655e-20,-4.8834370285786125e-21,9.269698697667706e-05,-1.5201695502975828e-20,-9.121017301785497e-20,-9.121017301785497e-20,0.0,-7.593478091163488,-7.593478091163488,-1.2196755315493961,-3.796739045581744,-22.780434273490464,-22.780434273490464,0.0
face,annealed,291.0,266.9491585330256,20.0,False,4.01768859e-21,-3.0392269799839274e-20,-3.0392269799839274e-20,-4.8834370285786125e-21,9.585222198627327e-05,-1.5196134899919637e-20,-9.117680939951782e-20,-9.117680939951782e-20,0.0,-7.564615603978225,-7.564615603978225,-1.2154842066987108,-3.7823078019891123,-22.693846811934673,-22.693846811934673,0.0
face,annealed,292.0,266.9491585330256,20.0,False,4.03149508e-21,-3.038109803862329e-20,-3.038109803862329e-20,-4.8834370285786125e-21,9.909141968276868e-05,-1.5190549019311644e-20,-9.114329411586986e-20,-9.114329411586986e-20,0.0,-7.535938265022834,-7.535938265022834,-1.2113215895524825,-3.767969132511417,-22.6078147950685,-22.6078147950685,0.0
face,annealed,293.0,266.9491585330256,20.0,False,4.04530157e-21,-3.036987608527057e-20,-3.036987608527057e-20,-4.8834370285786125e-21,0.0001024161068406332,-1.5184938042635286e-20,-9.110962825581171e-20,-9.110962825581171e-20,0.0,-7.507444268307188,-7.507444268307188,-1.20718738617517,-3.753722134153594,-22.522332804921565,-22.522332804921565,0.0
face,annealed,294.0,266.9491585330256,20.0,False,4.05910806e-21,-3.035860430253679e-20,-3.035860430253679e-20,-4.8834370285786125e-21,0.00010582782131718035,-1.5179302151268396e-20,-9.107581290761038e-20,-9.107581290761038e-20,0.0,-7.47913183236043,-7.47913183236043,-1.2030813066303567,-3.739565916180215,-22.43739549708129,-22.43739549708129,0.0
face,annealed,295.0,266.9491585330256,20.0,False,4.07291455e-21,-3.0347283052918325e-20,-3.0347283052918325e-20,-4.8834370285786125e-21,0.00010932811184014455,-1.5173641526459162e-20,-9.104184915875498e-20,-9.104184915875498e-20,0.0,-7.450999199803571,-7.450999199803571,-1.1990030649129655,-3.7254995999017857,-22.352997599410713,-22.352997599410713,0.0
face,annealed,296.0,266.9491585330256,20.0,False,4.08672104e-21,-3.0335912698604706e-20,-3.0335912698604706e-20,-4.8834370285786125e-21,0.00011291853779227189,-1.5167956349302353e-20,-9.100773809581412e-20,-9.100773809581412e-20,0.0,-7.423044636930909,-7.423044636930909,-1.1949523788828544,-3.7115223184654544,-22.269133910792725,-22.269133910792725,0.0
face,annealed,297.0,266.9491585330256,20.0,False,4.1005275300000004e-21,-3.03244936014326e-20,-3.03244936014326e-20,-4.8834370285786125e-21,0.0001166006689930363,-1.51622468007163e-20,-9.097348080429779e-20,-9.097348080429779e-20,0.0,-7.395266433300253,-7.395266433300253,-1.190928970199747,-3.6976332166501265,-22.185799299900758,-22.185799299900758,0.0
face,annealed,298.0,266.9491585330256,20.0,False,4.11433402e-21,-3.0313026122841405e-20,-3.0313026122841405e-20,-4.8834370285786125e-21,0.000120376085477587,-1.5156513061420703e-20,-9.093907836852421e-20,-9.093907836852421e-20,0.0,-7.367662901331819,-7.367662901331819,-1.1869325642594795,-3.6838314506659096,-22.102988703995454,-22.102988703995454,0.0
face,annealed,299.0,266.9491585330256,20.0,False,4.1281405100000004e-21,-3.0301510623828984e-20,-3.0301510623828984e-20,-4.8834370285786125e-21,0.00012424637727303972,-1.5150755311914492e-20,-9.090453187148695e-20,-9.090453187148695e-20,0.0,-7.340232375915175,-7.340232375915175,-1.1829628901315212,-3.6701161879575874,-22.020697127745525,-22.020697127745525,0.0
face,annealed,300.0,266.9491585330256,20.0,False,4.141947e-21,-3.028994746490969e-20,-3.028994746490969e-20,-4.8834370285786125e-21,0.00012821314417221606,-1.5144973732454846e-20,-9.086984239472908e-20,-9.086984239472908e-20,0.0,-7.312973214024634,-7.312973214024634,-1.1790196804977495,-3.656486607012317,-21.938919642073902,-21.938919642073902,0.0
